No,Video Links,Thumbnails,Title,Likes,Comments,Views,Download
40,https://www.youtube.com/watch?v=1dX7SR7YnUM,https://i.ytimg.com/vi/1dX7SR7YnUM/sddefault.jpg?v=62b2b634,Decision Control Statements | Community LIVE Class | Day-7,1.3K,32,15089,https://scrappernew.s3.amazonaws.com/videos/Decision%20Control%20Statements%20%20Community%20LIVE%20Class%20%20Day-7.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064430Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=cde4b5516f61768a0d78042c705388989d84825b164a1a01855136791e4c128d
41,https://www.youtube.com/watch?v=D2ryl73dwoE,https://i.ytimg.com/vi/D2ryl73dwoE/sddefault.jpg?v=62b15b25,Operators in C Language | Community LIVE Class | Day-6,1.2K,65,18035,https://scrappernew.s3.amazonaws.com/videos/Operators%20in%20C%20Language%20%20Community%20LIVE%20Class%20%20Day-6.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064457Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=7d0d4d147cc272b2f6774d111db7e8df37de2c97dad5509d1132dfa967d47b70
42,https://www.youtube.com/watch?v=b-KYG7ahBvg,https://i.ytimg.com/vi/b-KYG7ahBvg/sddefault.jpg?v=62b0b901,History of C Language and Tokens | Community LIVE Class | Day-5,1.2K,42,17182,https://scrappernew.s3.amazonaws.com/videos/History%20of%20C%20Language%20and%20Tokens%20%20Community%20LIVE%20Class%20%20Day-5.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064522Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=f16cb43c2fe5b0d9540fca3cc803f785125e53a0dd6b7010e01a15665db9f20e
43,https://www.youtube.com/watch?v=uqTKg5zSfUk,https://i.ytimg.com/vi/uqTKg5zSfUk/sddefault.jpg?v=62ac21a9,Output Instruction in C Language | Community LIVE Classes | Day-4,1.9K,110,26255,https://scrappernew.s3.amazonaws.com/videos/Output%20Instruction%20in%20C%20Language%20%20Community%20LIVE%20Classes%20%20Day-4.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064551Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=4ccf75063243a192c0ee7b58bdfb994846e4503ef29c4bbb61981cbf18a1ad2c
44,https://www.youtube.com/watch?v=zIZs5ITni0A,https://i.ytimg.com/vi/zIZs5ITni0A/sddefault.jpg?v=62aac21c,Data Types and Variable Declarations | Community LIVE Class | Day-3,2.1K,104,27757,https://scrappernew.s3.amazonaws.com/videos/Data%20Types%20and%20Variable%20Declarations%20%20Community%20LIVE%20Class%20%20Day-3.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064617Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=d20a19f7fc3799fee10e3c3fb7b775452cf5c67efd3c3fe40da7f56855065652
45,https://www.youtube.com/watch?v=ZJxOtmoSLRk,https://i.ytimg.com/vi/ZJxOtmoSLRk/sddefault.jpg,Hackathon 2.0 | Jetbrains - Kotlin | Prizes 4.5L+ 5000 USD Licenses,197,12,3468,https://scrappernew.s3.amazonaws.com/videos/Hackathon%2020%20%20Jetbrains%20-%20Kotlin%20%20Prizes%2045L%2B%205000%20USD%20Licenses.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064634Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=752b5e21e0032ce7539e579d2f58e8d8801cf9cce79bd5c64ee5e9c66607191c
46,https://www.youtube.com/watch?v=Aadj7f_EdXA,https://i.ytimg.com/vi/Aadj7f_EdXA/sddefault.jpg?v=62a98568,History of C Language and Tokens | Community LIVE Class | Day-2,2.9K,179,36096,https://scrappernew.s3.amazonaws.com/videos/History%20of%20C%20Language%20and%20Tokens%20%20Community%20LIVE%20Class%20%20Day-2.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064711Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=d743caad045a6308b66a044bd454ea80b776f14f916bc147cd5ea63d5939af0a
47,https://www.youtube.com/watch?v=nyMORQAdhkk,https://i.ytimg.com/vi/nyMORQAdhkk/sddefault.jpg?v=62a86e9f,Introduction to C Programming | Community LIVE Class | Day-1,3.3K,255,57136,https://scrappernew.s3.amazonaws.com/videos/Introduction%20to%20C%20Programming%20%20Community%20LIVE%20Class%20%20Day-1.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064747Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=d7c6f185d74fc53282492db88cf6f2110c82cc9e722259fb5687752a5601c751
48,https://www.youtube.com/watch?v=-LUY_xSoj0M,https://i.ytimg.com/vi/-LUY_xSoj0M/sddefault.jpg,LIVE Community Classes Announcement | Win Prizes,1.6K,154,22482,https://scrappernew.s3.amazonaws.com/videos/LIVE%20Community%20Classes%20Announcement%20%20Win%20Prizes.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064812Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=0e5220534c01402a48b2c13e4d0bd922d41224dd5aa91de23ce91055977cfa60
49,https://www.youtube.com/shorts/kjujkaEYryc,https://i.ytimg.com/vi/kjujkaEYryc/maxresdefault.jpg,,Reload,0,11941,https://scrappernew.s3.amazonaws.com/videos/Judging%20in%20Hackathon%20was%20wonderful%20experience.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064822Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=8159b39dd46b909a01a09d804a052085d50c7e3be5c26488926950de1cc01e74
50,https://www.youtube.com/watch?v=AiXYFKAEugk,https://i.ytimg.com/vi/AiXYFKAEugk/sddefault.jpg?v=62a5ca34,LIVE project presentation Hackathon,362,10,16284,https://scrappernew.s3.amazonaws.com/videos/LIVE%20project%20presentation%20Hackathon.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064851Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=0f819c5170ad17c08a589bdbaaffaa548a1aed07aae4b757ca8301dd30a9c98c
